building,prper,names,rents,locs2,schools,locs1,lines,sales,years,houses,comper,url,build,prices,counts,devloper,discribe
,,人祥北里,3,张家窝,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,海泰创新基地,6,张家窝,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,雅庭园,1,杨柳青,,西青,,,2004年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,九策联都星城,0,大寺,,西青,,,2015年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,红宝石酒店,1,中北镇,,西青,号线华苑站,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,李七庄,0,李七庄,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,仁宝里,0,大寺,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,瑞丰花园,0,中北镇,,西青,,,2002年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,密云一支路,0,中北镇,,西青,,,1990年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,兴宁路底商,0,中北镇,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,华亭佳园,0,中北镇,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,鹏程里,11,李七庄,,西青,,,1982年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,悦雅国际,0,李七庄,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,万科东第,0,李七庄,,西青,,,2018年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,光裕里,0,杨柳青,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,宾水西道,0,张家窝,,西青,号线高新区站,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,雅景园,1,杨柳青,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,和平楼,0,杨柳青,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,仁德里,1,精武镇,,西青,,,1990年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,义正里,1,精武镇,,西青,,,1990年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,新兴园,4,中北镇,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,榕园嘉苑,0,李七庄,,西青,,,2016年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,大津城,2,李七庄,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,和苑家园雅和园,22,西营门,,西青,,,2011年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,冬盛园,1,精武镇,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,和苑家园营和园,4,西营门,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,融侨观澜,0,李七庄,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,美域商业广场,0,李七庄,,西青,号线吴家窑站,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,乐美花园,0,杨柳青,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,薛庄家园,0,张家窝,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382961/,,暂无均价,0,,
,,灵泉南里,3,张家窝,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382168/,,暂无均价,0,,
,,红旗路,1,张家窝,南开区艺术小学,西青,号线高新区站,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382168/,,暂无均价,0,,
,,春风园,1,精武镇,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382168/,,暂无均价,0,,
,,中骏柏景湾,0,精武镇,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382168/,,暂无均价,0,,
,,博文苑,0,大寺,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382168/,,暂无均价,0,,
,,碧欣路,0,中北镇,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382168/,,暂无均价,0,,
,,秀川公寓,2,李七庄,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382168/,,暂无均价,0,,
,,学府花园（宾水西道）,1,李七庄,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382168/,,暂无均价,0,,
,,国兴融泰城,0,李七庄,,西青,,,2017年,,,http://tj.lianjia.com/xiaoqu/1211100382168/,,暂无均价,0,,
,,官民里,0,西营门,,西青,号线卞兴站,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382168/,,暂无均价,0,,
,,精武佳苑,6,李七庄,,西青,,,2012年,,,http://tj.lianjia.com/xiaoqu/1211100382168/,,暂无均价,0,,
,,家合里,1,张家窝,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382168/,,暂无均价,0,,
,,荣盛里,1,张家窝,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382168/,,暂无均价,0,,
,,仁盛里,1,张家窝,,西青,,,未知年,,,http://tj.lianjia.com/xiaoqu/1211100382168/,,暂无均价,0,,
