building,shop,prper,names,rents,locs2,schools,shopadd,locs1,lines,sales,years,houses,comper,url,build,prices,counts,devloper,types,discribe
,,,亚兴办公楼,0,燕郊城区,,,燕郊,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/2011100896426/,,暂无均价,0,,,
,,,画家村别墅,0,燕郊城区,,,燕郊,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/2011100343941/,,暂无均价,0,,,
,,,中骏四季花都,0,燕郊城区,,,燕郊,,0,板楼 2017年,,,http://bj.lianjia.com/xiaoqu/2011100008582/,,暂无均价,0,,,
,,,中铁隧道集团二处有限公司,0,燕郊城区,,,燕郊,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/2011047774073/,,暂无均价,0,,,
,,,燕安花园,1,燕郊城区,,,燕郊,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/2011047856502/,,暂无均价,0,,,
,,,天山国际创业园,0,燕郊城区,,,燕郊,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/2011047842086/,,暂无均价,0,,,
,,,冶金西区,1,燕郊城区,,,燕郊,,0,塔楼板楼 未知年,,,http://bj.lianjia.com/xiaoqu/2011047821877/,,暂无均价,0,,,
,,,酒厂小区,0,燕郊城区,,,燕郊,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/2011048365504/,,暂无均价,0,,,
,,,北京悦,0,燕郊城区,,,燕郊,,0,塔板结合 未知年,,,http://bj.lianjia.com/xiaoqu/2011062908823/,,暂无均价,0,,,
,,,ISOHO,0,燕郊城区,,,燕郊,,0,塔楼 2017年,,,http://bj.lianjia.com/xiaoqu/2011063748540/,,暂无均价,0,,,
,,,枣林新村,12,燕郊城区,,,燕郊,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/2011048600893/,,暂无均价,0,,,
,,,樊村,2,燕郊城区,,,燕郊,,0,塔板结合 未知年,,,http://bj.lianjia.com/xiaoqu/2011048159631/,,暂无均价,0,,,
,,,首钢机械厂,0,燕郊城区,,,燕郊,,0,塔楼板楼 未知年,,,http://bj.lianjia.com/xiaoqu/2011047921045/,,暂无均价,0,,,
,,,华北科技学院南区,0,燕郊城区,,,燕郊,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/2011057993515/,,暂无均价,0,,,
,,,上上城理想新城,0,燕郊城区,,,燕郊,,0,板楼塔板结合 2015年,,,http://bj.lianjia.com/xiaoqu/2011099643297/,,暂无均价,0,,,
,,,小张各庄,1,燕郊城区,,,燕郊,,0,塔楼板楼 未知年,,,http://bj.lianjia.com/xiaoqu/207283105345505/,,暂无均价,0,,,
,,,商业楼,0,燕郊城区,,,燕郊,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/2011100896311/,,暂无均价,0,,,
,,,青年社区二期,80,燕郊城区,,,燕郊,,0,塔楼 未知年,,,http://bj.lianjia.com/xiaoqu/207598614523404/,,暂无均价,0,,,
,,,上上城青年社区二期,2,燕郊城区,,,燕郊,,0,塔楼 未知年,,,http://bj.lianjia.com/xiaoqu/207965887966601/,,暂无均价,0,,,
,,,运河源建材城,0,燕郊城区,,,燕郊,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/2010525698436948/,,暂无均价,0,,,
,,,九里香堤,0,燕郊城区,,,燕郊,,0,板楼 2018年,,,http://bj.lianjia.com/xiaoqu/2010818008134352/,,暂无均价,0,,,
,,,三河润旭商贸中心,0,燕郊城区,,,燕郊,,0,塔楼 未知年,,,http://bj.lianjia.com/xiaoqu/209663642874073/,,暂无均价,0,,,
,,,黄金蓝湾,0,燕郊城区,,,燕郊,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/2010817067823418/,,暂无均价,0,,,
,,,燕郊电子城小区,3,燕郊城区,,,燕郊,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/2011047796861/,,暂无均价,0,,,
,,,嘉都,0,燕郊城区,,,燕郊,,0,板楼塔板结合 2017年,,,http://bj.lianjia.com/xiaoqu/2011063746999/,,暂无均价,0,,,
,,,夏威夷水岸1号,0,燕郊城区,,,燕郊,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/2011063816267/,,暂无均价,0,,,
,,,燕峰市场,0,燕郊城区,,,燕郊,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/2011048445504/,,暂无均价,0,,,
,,,百合东园,0,燕郊城区,,,燕郊,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/2011047837327/,,暂无均价,0,,,
,,,怡园别墅,0,燕郊城区,,,燕郊,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/2011047821681/,,暂无均价,0,,,
,,,枫桥别墅,0,马坡,,,顺义,,0,未知类型 2002年,,,http://bj.lianjia.com/xiaoqu/1111027374313/,,暂无均价,0,,,
,,,新马家园,2,马坡,,,顺义,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111046358023/,,暂无均价,0,,,
,,,首航中心,0,顺义其它,,,顺义,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111046095751/,,暂无均价,0,,,
,,,首创悦树湾,0,顺义其它,,,顺义,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111063661994/,,暂无均价,0,,,
,,,新华联国际温泉公馆,0,顺义其它,,,顺义,,0,未知类型 2015年,,,http://bj.lianjia.com/xiaoqu/1111099417938/,,暂无均价,0,,,
,,,空港国际,0,顺义其它,,,顺义,,0,塔板结合 2017年,,,http://bj.lianjia.com/xiaoqu/1111100154742/,,暂无均价,0,,,
,,,合景悦邑,0,顺义其它,,,顺义,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/117099598515273/,,暂无均价,0,,,
,,,五百和商业楼,0,顺义其它,,,顺义,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111027380154/,,暂无均价,0,,,
,,,1号公寓,0,顺义城,,,顺义,,0,板楼 2011年,,,http://bj.lianjia.com/xiaoqu/1111043303201/,,暂无均价,0,,,
,,,马坡花园海棠园,0,马坡,,,顺义,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111046771810/,,暂无均价,0,,,
,,,永平小区,2,后沙峪,,,顺义,,0,板楼 1995年,,,http://bj.lianjia.com/xiaoqu/1111027381941/,,暂无均价,0,,,
,,,牛山半壁店小区,0,顺义其它,,,顺义,,0,板楼塔板结合 未知年,,,http://bj.lianjia.com/xiaoqu/1111041951216/,,暂无均价,0,,,
,,,尚峯壹號,0,顺义其它,,,顺义,,0,板楼 2014年,,,http://bj.lianjia.com/xiaoqu/1111063656724/,,暂无均价,0,,,
,,,阑西园四区,10,顺义其它,,,顺义,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111047247002/,,暂无均价,0,,,
,,,宏远临空总部港,0,顺义其它,,,顺义,15号线南法信站,0,塔楼板楼 2014年,,,http://bj.lianjia.com/xiaoqu/116966020420490/,,暂无均价,0,,1,
,,,顺义花鸟鱼虫市场,0,顺义其它,,,顺义,15号线俸伯站,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111027379639/,,暂无均价,0,,,
,,,顺鑫澜山印象,0,顺义其它,,,顺义,,0,塔楼 未知年,,,http://bj.lianjia.com/xiaoqu/118370796376273/,,暂无均价,0,,,
,,,中国铁建顺新嘉苑,0,顺义其它,,,顺义,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1112174528621730/,,暂无均价,0,,,
,,,北京新干线,0,顺义其它,,,顺义,,0,塔板结合 未知年,,,http://bj.lianjia.com/xiaoqu/118235025444184/,,暂无均价,0,,,
,,,旭辉26街区,0,顺义其它,,,顺义,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/118282615852037/,,暂无均价,0,,,
,,,润景园,0,顺义其它,,,顺义,,0,塔楼 未知年,,,http://bj.lianjia.com/xiaoqu/1110138869312539/,,暂无均价,0,,,
,,,华润八号院,0,顺义其它,,,顺义,,0,未知类型 2016年,,,http://bj.lianjia.com/xiaoqu/119636927777900/,,暂无均价,0,,1,
,,,畅顺园,0,顺义其它,,,顺义,,0,塔楼 未知年,,,http://bj.lianjia.com/xiaoqu/118645389855979/,,暂无均价,0,,,
,,,供电局家属院,0,新华大街,近地铁八通线九棵树站,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111027374540/,,暂无均价,0,,,
,,,新华南路155号,0,果园,近地铁八通线九棵树站,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111027380861/,,暂无均价,0,,,
,,,戎泰苑,0,梨园,,,通州,,0,板楼 2010年,,,http://bj.lianjia.com/xiaoqu/1111044907527/,,暂无均价,0,,,
,,,官园胡同1号院,0,新华大街,,,通州,4号线平安里站,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111043464972/,,暂无均价,0,,,
,,,永顺西里76号院,0,新华大街,,,通州,6号线通州北关站,0,板楼 1999年,,,http://bj.lianjia.com/xiaoqu/1111027382054/,,暂无均价,0,,,
,,,西大街51号,0,新华大街,,,通州,,0,未知类型 1983年,,,http://bj.lianjia.com/xiaoqu/1111046874687/,,暂无均价,0,,,
,,,永顺东里1号院,0,新华大街,,,通州,6号线通州北关站,0,板楼 2002年,,,http://bj.lianjia.com/xiaoqu/1111041121902/,,暂无均价,0,,,
,,,永顺路,2,新华大街,,,通州,6号线通州北关站,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111027382026/,,暂无均价,0,,,
,,,新城乐居,7,临河里,近地铁八通线土桥站,,通州,,0,塔板结合 2012年,,,http://bj.lianjia.com/xiaoqu/1111045457330/,,暂无均价,0,,,
,,,温馨家园西区,1,马驹桥,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111046813248/,,暂无均价,0,,,
,,,中国人民民兵武警装备陈列馆家属楼,0,潞苑,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111041862445/,,暂无均价,0,,,
,,,华龙小区二期,9,潞苑,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111063258234/,,暂无均价,0,,,
,,,运通人和良园,0,潞苑,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111046638785/,,暂无均价,0,,,
,,,陈列馆家属院,0,潞苑,,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111045756566/,,暂无均价,0,,,
,,,李庄佳苑,0,潞苑,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/117581138693178/,,暂无均价,0,,,
,,,王家场,5,潞苑,,,通州,,0,板楼 2000年,,,http://bj.lianjia.com/xiaoqu/1111027380291/,,暂无均价,0,,,
,,,中建雅颂居,6,潞苑,,,通州,,0,塔板结合 2013年,,,http://bj.lianjia.com/xiaoqu/1111045759185/,,暂无均价,0,,,
,,,安莱大厦,0,乔庄,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111041396686/,,暂无均价,0,,,
,,,皇家新村商业街,0,通州其它,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111046761627/,,暂无均价,0,,,
,,,红杉公馆,0,九棵树(家乐福),,,通州,,0,塔板结合 2015年,,,http://bj.lianjia.com/xiaoqu/1111063636162/,,暂无均价,0,,,
,,,中山街211号院,0,九棵树(家乐福),,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111546318351482/,,暂无均价,0,,,
,,,天地美墅,0,九棵树(家乐福),,,通州,,0,未知类型 2001年,,,http://bj.lianjia.com/xiaoqu/1111043683862/,,暂无均价,0,,,
,,,杨庄73号院,0,通州北苑,近地铁八通线通州北苑站,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111043458618/,,暂无均价,0,,,
,,,嵩潞苑,0,梨园,近地铁八通线临河里站,,通州,,0,板楼 2008年,,,http://bj.lianjia.com/xiaoqu/1111027379469/,,暂无均价,0,,,
,,,广通小区,19,通州北苑,近地铁八通线通州北苑站,,通州,,0,板楼塔板结合 2010年,,,http://bj.lianjia.com/xiaoqu/1111044422283/,,暂无均价,0,,,
,,,空军基地家属院,1,果园,近地铁八通线九棵树站,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111027377625/,,暂无均价,0,,,
,,,陆航家属院,2,果园,近地铁八通线果园站,,通州,,0,塔板结合 2008年,,,http://bj.lianjia.com/xiaoqu/1111027377872/,,暂无均价,0,,,
,,,京贸国际公馆,4,果园,,,通州,,0,板楼 2015年,,,http://bj.lianjia.com/xiaoqu/1111063658204/,,暂无均价,0,,,
,,,果园西区,1,果园,近地铁八通线九棵树站,,通州,,0,塔楼板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111027374829/,,暂无均价,0,,,
,,,新华南路59号院,0,新华大街,,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111041951437/,,暂无均价,0,,,
,,,永顺南街113号院,0,新华大街,,,通州,6号线通州北关站,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111042890243/,,暂无均价,0,,,
,,,新华西街22号院,0,新华大街,近地铁八通线通州北苑站,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111046963468/,,暂无均价,0,,,
,,,新北京中心,0,新华大街,,,通州,6号线通州北关站,0,塔楼 2016年,,,http://bj.lianjia.com/xiaoqu/1111063613871/,,暂无均价,0,,8,
,,,世界侨商中心,0,新华大街,,,通州,6号线通州北关站,0,板楼 2017年,,,http://bj.lianjia.com/xiaoqu/1111063651439/,,暂无均价,0,,,
,,,玉带河东街385号院,1,新华大街,,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111027381555/,,暂无均价,0,,,
,,,砖厂北里,1,新华大街,,,通州,6号线通州北关站,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111046741343/,,暂无均价,0,,,
,,,永顺35号院,0,新华大街,,,通州,6号线通州北关站,0,板楼 1993年,,,http://bj.lianjia.com/xiaoqu/1111027382004/,,暂无均价,0,,,
,,,二道闸市场,0,潞苑,,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111041142203/,,暂无均价,0,,,
,,,泰禾拾景园,0,通州其它,,,通州,,0,板楼 2016年,,,http://bj.lianjia.com/xiaoqu/1111062899490/,,暂无均价,0,,,
,,,东御墅,0,通州其它,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111063629120/,,暂无均价,0,,,
,,,台铭国际企业花园,0,通州其它,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/116966206018197/,,暂无均价,0,,,
,,,鑫玉园小区,0,通州其它,,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1112791542722090/,,暂无均价,0,,,
,,,环湖小镇,1,通州其它,,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1112673191259828/,,暂无均价,0,,,
,,,文化尚苑,0,通州其它,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/118551971958231/,,暂无均价,0,,,
,,,泰晤士印象,0,通州其它,,,通州,,0,板楼 2016年,,,http://bj.lianjia.com/xiaoqu/1111063684981/,,暂无均价,0,,,
,,,六合新村,2,通州其它,,,通州,,0,塔板结合 2001年,,,http://bj.lianjia.com/xiaoqu/1111041997766/,,暂无均价,0,,,
,,,石油家属院,0,九棵树(家乐福),近地铁八通线九棵树站,,通州,,0,板楼 1985年,,,http://bj.lianjia.com/xiaoqu/1111027379662/,,暂无均价,0,,,
,,,梨园镇政府家属楼,0,梨园,近地铁八通线梨园站,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111044009692/,,暂无均价,0,,,
,,,杨庄路75号院,0,通州北苑,,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111027382259/,,暂无均价,0,,,
,,,故城东路11号院,4,新华大街,,,通州,6号线北运河西站,0,板楼 1995年,,,http://bj.lianjia.com/xiaoqu/1111027374507/,,暂无均价,0,,,
,,,北苑南路52号,2,果园,近地铁八通线果园站,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111027376271/,,暂无均价,0,,,
,,,通朝大街53号,0,果园,近地铁八通线九棵树站,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111027379764/,,暂无均价,0,,,
,,,北苑38号院,0,果园,近地铁八通线果园站,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111046295336/,,暂无均价,0,,,
,,,通广嘉园,1,果园,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111046777168/,,暂无均价,0,,,
,,,温馨家园东区通州区,1,马驹桥,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111046401769/,,暂无均价,0,,,
,,,东亚瑞晶苑,15,马驹桥,,,通州,,0,塔板结合 2009年,,,http://bj.lianjia.com/xiaoqu/1111043010634/,,暂无均价,0,,,
,,,富力惠兰美居,0,潞苑,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1112173984149468/,,暂无均价,0,,,
,,,永顺家园,3,北关,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111056573519/,,暂无均价,0,,,
,,,诺丁山,5,潞苑,,,通州,,0,板楼塔板结合 2004年,,,http://bj.lianjia.com/xiaoqu/1111027378475/,,暂无均价,0,,,
,,,温榆风格,8,北关,,,通州,6号线物资学院路站,0,板楼 2008年,,,http://bj.lianjia.com/xiaoqu/1111027380523/,,暂无均价,0,,,
,,,新华西街57号,0,新华大街,近地铁八通线通州北苑站,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111047787332/,,暂无均价,0,,,
,,,新华北路155号,0,新华大街,,,通州,6号线通州北关站,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111047318692/,,暂无均价,0,,,
,,,西门鼎盛国际2号院,0,新华大街,近地铁八通线通州北苑站,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111055108946/,,暂无均价,0,,,
,,,永泰小区,3,新华大街,,,通州,6号线通州北关站,0,板楼 2001年,,,http://bj.lianjia.com/xiaoqu/1111027382104/,,暂无均价,0,,,
,,,新华大街121号院,0,新华大街,,,通州,6号线通州北关站,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111027380801/,,暂无均价,0,,,
,,,通惠北路12号院,1,新华大街,,,通州,,0,板楼 2000年,,,http://bj.lianjia.com/xiaoqu/1111041183378/,,暂无均价,0,,,
,,,悟仙观,0,新华大街,,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1112788237610718/,,暂无均价,0,,,
,,,合生摩尔公馆,0,马驹桥,,,通州,,0,板楼 2014年,,,http://bj.lianjia.com/xiaoqu/1111063142635/,,暂无均价,0,,,
,,,融科钧廷,0,马驹桥,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111063681995/,,暂无均价,0,,,
,,,复地中心,0,武夷花园,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/116963944500751/,,暂无均价,0,,,
,,,土桥砖厂宿舍楼,0,临河里,近地铁八通线土桥站,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111027379982/,,暂无均价,0,,,
,,,紫运园,12,武夷花园,,,通州,,0,板楼 2001年,,,http://bj.lianjia.com/xiaoqu/1111027382768/,,暂无均价,0,,,
,,,梨园南街326号南院,0,临河里,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111046139904/,,暂无均价,0,,,
,,,九棵树东路388号,0,临河里,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111046527874/,,暂无均价,0,,,
,,,三星驾校家属院,1,武夷花园,,,通州,,0,板楼 2002年,,,http://bj.lianjia.com/xiaoqu/1111027379610/,,暂无均价,0,,,
,,,焦王庄新村,1,潞苑,,,通州,,0,板楼塔板结合 2009年,,,http://bj.lianjia.com/xiaoqu/1111027377429/,,暂无均价,0,,,
,,,台湖东区,0,通州其它,,,通州,,0,未知类型 2001年,,,http://bj.lianjia.com/xiaoqu/1111045987351/,,暂无均价,0,,,
,,,城乡世纪广场莫尔空间,0,通州其它,,,通州,,0,塔楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111063657555/,,暂无均价,0,,,
,,,泰禾一号院,0,通州其它,近地铁亦庄线次渠站,,通州,,0,板楼 2016年,,,http://bj.lianjia.com/xiaoqu/116803820916381/,,暂无均价,0,,,
,,,万泽经海广场,0,通州其它,近地铁亦庄线经海路站,,通州,,0,塔楼板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111063659080/,,暂无均价,0,,,
,,,壹中心,0,通州其它,近地铁亦庄线经海路站,,通州,,0,塔楼板楼 2016年,,,http://bj.lianjia.com/xiaoqu/1111063633351/,,暂无均价,0,,,
,,,亦园,1,通州其它,,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111814813052882/,,暂无均价,0,,,
,,,半壁店商业广场,0,九棵树(家乐福),,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111027375705/,,暂无均价,0,,,
,,,半壁店西小区,1,九棵树(家乐福),,,通州,,0,板楼塔板结合 1996年,,,http://bj.lianjia.com/xiaoqu/1111027375707/,,暂无均价,0,,,
,,,首开万科城市之光,0,通州其它,近地铁亦庄线次渠站,,通州,,0,板楼 2016年,,,http://bj.lianjia.com/xiaoqu/1111100219006/,,暂无均价,0,,,
,,,宋庄镇烛光小区,0,通州其它,,,通州,,0,板楼塔板结合 2000年,,,http://bj.lianjia.com/xiaoqu/1111041093862/,,暂无均价,0,,,
,,,月亮湾晓镇,1,通州其它,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111046649953/,,暂无均价,0,,,
,,,绿荫别墅小区,0,通州其它,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111046288069/,,暂无均价,0,,,
,,,康瑞家园,11,九棵树(家乐福),,,通州,,0,塔楼板楼塔板结合 2009年,,,http://bj.lianjia.com/xiaoqu/1111027377654/,,暂无均价,0,,,
,,,定海园三里,3,通州其它,,,通州,,0,板楼塔板结合 2008年,,,http://bj.lianjia.com/xiaoqu/1111027373701/,,暂无均价,0,,,
,,,九棵树东路386号,1,临河里,,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1112264456597754/,,暂无均价,0,,,
,,,北通集团家属楼,2,潞苑,,,通州,,0,板楼 1999年,,,http://bj.lianjia.com/xiaoqu/1111027376110/,,暂无均价,0,,,
,,,砖厂南里,2,临河里,近地铁八通线土桥站,,通州,,0,塔楼板楼塔板结合 2011年,,,http://bj.lianjia.com/xiaoqu/1111027382333/,,暂无均价,0,,,
,,,古城小区,9,武夷花园,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111046556930/,,暂无均价,0,,,
,,,中国铁建通瑞嘉苑,0,潞苑,,,通州,,0,塔板结合 未知年,,,http://bj.lianjia.com/xiaoqu/1111063605611/,,暂无均价,0,,,
,,,朝北8080,31,北关,,,通州,,0,板楼 2016年,,,http://bj.lianjia.com/xiaoqu/1111063168586/,,暂无均价,0,,,
,,,北京锋巢,0,北关,,,通州,6号线物资学院路站,0,塔板结合 未知年,,,http://bj.lianjia.com/xiaoqu/1111063676634/,,暂无均价,0,,,
,,,新地国际家园,0,北关,,,通州,,0,板楼 2015年,,,http://bj.lianjia.com/xiaoqu/118526053258043/,,暂无均价,0,,,
,,,玉桥中路4号院,0,乔庄,,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111041746438/,,暂无均价,0,,,
,,,白庙新村商业街,0,通州其它,,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111042945700/,,暂无均价,0,,,
,,,侯庄,0,通州其它,一师附小,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111041533151/,,暂无均价,0,,,
,,,太平园,0,通州其它,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111047722173/,,暂无均价,0,,,
,,,半壁店新村,2,九棵树(家乐福),,,通州,,0,塔板结合 2008年,,,http://bj.lianjia.com/xiaoqu/1111027375706/,,暂无均价,0,,,
,,,北京中华商科学校,1,乔庄,,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111047154122/,,暂无均价,0,,,
,,,天骥智谷,0,通州其它,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/117037666471761/,,暂无均价,0,,,
,,,氮肥厂宿舍楼,1,九棵树(家乐福),,,通州,,0,板楼 1988年,,,http://bj.lianjia.com/xiaoqu/1111027376830/,,暂无均价,0,,,
,,,东顺城街甲5号,1,通州其它,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111047164975/,,暂无均价,0,,,
,,,漷兴二街,0,通州其它,,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111027375374/,,暂无均价,0,,,
,,,五里店西路,0,通州其它,近地铁八通线八里桥站,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111041834318/,,暂无均价,0,,,
,,,VITA国际,0,通州其它,近地铁亦庄线经海路站,,通州,,0,塔楼塔板结合 2010年,,,http://bj.lianjia.com/xiaoqu/1111046315602/,,暂无均价,0,,,
,,,九棵树家园,2,九棵树(家乐福),,,通州,,0,板楼 2004年,,,http://bj.lianjia.com/xiaoqu/1111027377220/,,暂无均价,0,,,
,,,瑞都国际写字楼,0,九棵树(家乐福),近地铁八通线九棵树站,,通州,,0,塔楼 2006年,,,http://bj.lianjia.com/xiaoqu/1111027378993/,,暂无均价,0,,,
,,,金融街园中园,1,朝阳其它,,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111043571546/,,暂无均价,0,,,
,,,怡然世家,15,九棵树(家乐福),,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111046317039/,,暂无均价,0,,,
,,,艺苑西里7号院,0,果园,近地铁八通线梨园站,,通州,,0,板楼 2000年,,,http://bj.lianjia.com/xiaoqu/1111027382225/,,暂无均价,0,,,
,,,北苑南路46号,1,果园,近地铁八通线果园站,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111027376270/,,暂无均价,0,,,
,,,东营前街22号院,0,新华大街,,,通州,,0,板楼 1994年,,,http://bj.lianjia.com/xiaoqu/1111027374039/,,暂无均价,0,,,
,,,新华大街158号,0,新华大街,,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111041886964/,,暂无均价,0,,,
,,,新华北路51号院,0,新华大街,,,通州,6号线通州北关站,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111042952902/,,暂无均价,0,,,
,,,光荣院,0,新华大街,,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111042950158/,,暂无均价,0,,,
,,,枢密院,0,通州其它,,,通州,,0,板楼 2011年,,,http://bj.lianjia.com/xiaoqu/1111046595091/,,暂无均价,0,,,
,,,小稿村二期,4,九棵树(家乐福),,,通州,,0,板楼塔板结合 2006年,,,http://bj.lianjia.com/xiaoqu/1111027380741/,,暂无均价,0,,,
,,,运河西大街37号院,0,果园,近地铁八通线九棵树站,,通州,,0,板楼 未知年,,,http://bj.lianjia.com/xiaoqu/1111027381733/,,暂无均价,0,,,
,,,孙王场小区,4,梨园,近地铁八通线梨园站,,通州,,0,未知类型 未知年,,,http://bj.lianjia.com/xiaoqu/1111046349457/,,暂无均价,0,,,
