building,prper,names,rents,locs2,schools,locs1,lines,sales,years,houses,comper,url,build,prices,counts,devloper,discribe
8栋,暂无信息,姜井家园,0,中北镇,,西青,,0,未知年,1188户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211047167800/,未知类型,暂无均价,0,天津建委,暂无容积率信息  暂无绿化率信息
8栋,1元/平米/月,和苑家园尊和园,30,西营门,,西青,,0,2011年,960户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046092383/,板楼,暂无均价,0,天津市西青区建设开发公司,容积率/1.5  绿化率/15%
8栋,1元/平米/月,和苑家园尚和园,18,西营门,,西青,,0,2011年,960户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046092362/,板楼,暂无均价,0,无开发商,容积率/1.6  绿化率/15%
14栋,暂无信息,碧水家园E区,7,中北镇,,西青,,0,未知年,1120户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045772500/,未知类型,暂无均价,0,天津建委,容积率/1.4  绿化率/15%
4栋,0.5元/平米/月,欣迁里,0,西营门,,西青,2号线卞兴站,0,2000年,495户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045304588/,板楼,暂无均价,0,无开发商,容积率/2.16  绿化率/10%
2栋,0.5元/平米/月,新华东里(西青区),0,杨柳青,,西青,,0,1991年,144户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811054215052/,板楼,暂无均价,1,无开发商,容积率/1.6  绿化率/10%
1栋,暂无信息,首创福特纳湾金盛园,0,大寺,,西青,,0,未知年,3户,暂无信息,http://tj.lianjia.com/xiaoqu/1212807281324709/,板楼,暂无均价,1,暂无信息,暂无容积率信息  暂无绿化率信息
15栋,2.48元/平米/月,社会山Bigparty,0,张家窝,,西青,3号线南站站,0,2015年,818户,暂无信息,http://tj.lianjia.com/xiaoqu/1211099888438/,塔楼/板楼,暂无均价,1,天津国民投资有限公司,容积率/1.98  绿化率/40%
3栋,暂无信息,八纬北路,0,大直沽,街坊小学,河东,津滨9号线东兴路站,0,未知年,96户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811051462581/,未知类型,暂无均价,0,天津建委,容积率/1.5  绿化率/10%
1栋,0.5元/平米/月,凤凰路,0,常州道,,河东,2号线翠阜新村站,0,1990年,1户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046825223/,板楼,暂无均价,0,天津建委,容积率/1.6  绿化率/10%
2栋,暂无信息,靶挡村路,0,春华街,,河东,2号线顺驰桥站,0,未知年,240户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811050780762/,未知类型,暂无均价,0,天津建委,暂无容积率信息  暂无绿化率信息
3栋,暂无信息,新凯西里,0,天穆镇,红桥外国语小学,北辰,1号线果酒厂站,0,未知年,13户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045357597/,未知类型,暂无均价,0,天津建委,暂无容积率信息  暂无绿化率信息
1栋,暂无信息,中建悦东方,0,大直沽,,河东,津滨9号线直沽站,0,未知年,1户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/126876741250956/,板楼,暂无均价,0,天津中建地产有限公司,容积率/3  绿化率/30%
2栋,暂无信息,喜悦购物公园,0,太阳城,,河东,2号线屿东城站,0,未知年,1320户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211047091576/,未知类型,暂无均价,0,天津建委,暂无容积率信息  暂无绿化率信息
1栋,暂无信息,地毯路,0,二号桥街,,河东,津滨9号线二号桥站,0,未知年,45户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811051231954/,未知类型,暂无均价,0,天津建委,暂无容积率信息  暂无绿化率信息
1栋,暂无信息,红化楼,0,春华街,,河东,,0,未知年,15户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/128349727863724/,板楼,暂无均价,0,天津建委,暂无容积率信息  暂无绿化率信息
4栋,暂无信息,红星国际广场,0,果园新村,,北辰,,0,未知年,0户,天津红星盛世物业管理有限公司,http://tj.lianjia.com/xiaoqu/1211063565755/,未知类型,暂无均价,0,天津红星美凯龙房地产开发有限公司,容积率/1.7  绿化率/48%
43栋,0.75元/平米/月,长灜里,5,北仓镇,,北辰,,0,2000年,1779户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811051656024/,板楼,暂无均价,0,无开发商,容积率/1.5  绿化率/10%
1栋,暂无信息,龙岩道,0,瑞景居住区,,北辰,1号线刘园站,0,未知年,1户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1210361885437014/,板楼,暂无均价,0,天津建委,暂无容积率信息  暂无绿化率信息
15栋,0.5元/平米/月,南仓新苑,2,天穆镇,,北辰,,0,2000年,1352户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811052573663/,板楼,暂无均价,0,天津市建委,容积率/1.5  绿化率/10%
19栋,暂无信息,领雅苑,0,双街,,北辰,,0,未知年,1192户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811055903752/,未知类型,暂无均价,0,天津建委,暂无容积率信息  暂无绿化率信息
21栋,暂无信息,凤溪花中城,0,常州道,,河东,2号线翠阜新村站,0,未知年,2358户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045429064/,未知类型,20743,0,天津建委,容积率/1.5  绿化率/15%
2栋,暂无信息,津塘路20,1,大王庄,一中心小学,河东,津滨9号线十一经路站,0,未知年,168户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811051033440/,未知类型,21582,0,天津建委,暂无容积率信息  暂无绿化率信息
4栋,0.5元/平米/月,广东山庄路,11,唐家口,河东实验小学,河东,,0,1988年,296户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811050692802/,板楼,20040,0,无开发商,容积率/1.5  绿化率/10%
2栋,暂无信息,六纬路7号院,0,大王庄,,河东,津滨9号线直沽站,0,未知年,60户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811051411505/,板楼,20099,0,天津建委,暂无容积率信息  暂无绿化率信息
9栋,2.5元/平米/月,东亚风尚国际,0,唐家口,,河东,2号线远洋国际中心站,0,2017年,1049户,北京东亚时代物业管理有限公司,http://tj.lianjia.com/xiaoqu/1211063466567/,板楼,20570,0,天津欣荣宏房地产开发有限公司,容积率/3.6  绿化率/35%
6栋,2元/平米/月,红顶花园中园,0,向阳楼,二中心小学,河东,2号线翠阜新村站,0,2003年,13户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211047768792/,板楼,20173,0,无开发商,容积率/1.6  绿化率/10%
2栋,暂无信息,长征路,0,唐家口,河东实验小学,河东,2号线顺驰桥站,0,未知年,168户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045665980/,未知类型,20429,0,天津建委,容积率/1.6  绿化率/10%
4栋,0.75元/平米/月,大直沽九号路,1,大直沽,六纬路小学,河东,津滨9号线东兴路站,0,1995年,205户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811051649922/,板楼,19788,0,无开发商,容积率/1.8  绿化率/24%
1栋,暂无信息,第六大道陆典商业街,0,上杭路,,河东,,0,未知年,1户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211047298494/,未知类型,19393,0,天津建委,暂无容积率信息  暂无绿化率信息
3栋,暂无信息,富豪新开门,0,唐家口,,河东,2号线远洋国际中心站,0,2017年,376户,深圳市花样年国际物业服务有限公司天津分公司,http://tj.lianjia.com/xiaoqu/1211099800783/,板楼,19970,0,天津市富都房地产开发有限公司,容积率/4.57  绿化率/30%
1栋,暂无信息,十三经路13,0,大王庄,,河东,津滨9号线十一经路站,0,未知年,30户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811051264822/,未知类型,19351,0,天津建委,暂无容积率信息  暂无绿化率信息
1栋,暂无信息,十三经路14,0,大王庄,一中心小学,河东,津滨9号线十一经路站,0,未知年,25户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811051266095/,未知类型,19351,0,天津建委,暂无容积率信息  暂无绿化率信息
2栋,0.75元/平米/月,润泉公寓,1,大王庄,一中心小学,河东,津滨9号线十一经路站,0,1998年,384户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045518916/,板楼,19264,0,天津建委,容积率/2.32  绿化率/20%
1栋,暂无信息,元德里,0,大王庄,,河东,津滨9号线大王庄站,0,未知年,56户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045524054/,未知类型,18823,0,天津建委,容积率/1.6  绿化率/10%
4栋,暂无信息,十二经路3号,0,大王庄,,河东,津滨9号线十一经路站,0,未知年,234户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811051043050/,未知类型,18639,0,天津建委,暂无容积率信息  暂无绿化率信息
4栋,暂无信息,德元里,1,大王庄,一中心小学,河东,津滨9号线十一经路站,0,未知年,270户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045508637/,未知类型,19208,0,天津建委,容积率/1.6  绿化率/10%
3栋,2.4元/平米/月,路劲太阳城清霖园,0,太阳城,丽苑小学,河东,,0,未知年,448户,天津隽丰物业管理有限公司,http://tj.lianjia.com/xiaoqu/1211099954839/,未知类型,18781,0,天津顺驰新地置业有限公司 路劲地产集团有限公司,容积率/2.36  绿化率/56%
1栋,暂无信息,十三经路12号院,0,大王庄,一中心小学,河东,津滨9号线十一经路站,0,未知年,30户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211100821590/,未知类型,18607,0,天津建委,暂无容积率信息  暂无绿化率信息
2栋,暂无信息,十二经路1号,2,大王庄,一中心小学,河东,津滨9号线十一经路站,0,未知年,175户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811051037654/,未知类型,18639,0,天津建委,容积率/1.3  绿化率/13%
2栋,暂无信息,建设东里,7,向阳楼,二中心小学,河东,,0,未知年,140户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811050915920/,未知类型,18581,0,天津建委,暂无容积率信息  暂无绿化率信息
40栋,1.9至2.5元/平米/月,路劲太阳城,0,太阳城,,河东,2号线屿东城站,0,2017年,2892户,天津隽丰物业管理有限公司,http://tj.lianjia.com/xiaoqu/1211063482744/,板楼,18554,0,天津顺驰新地置业有限公司 路劲地产集团有限公司,容积率/2.85  绿化率/56%
1栋,暂无信息,六经路12号,0,大王庄,,河东,津滨9号线大王庄站,0,未知年,106户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811051030199/,未知类型,18518,0,暂无信息,暂无容积率信息  暂无绿化率信息
