building,prper,names,rents,locs2,schools,locs1,lines,sales,years,houses,comper,url,build,prices,counts,devloper,discribe
9栋,暂无信息,春光楼小区,9,马场街,,河西,号线吴家窑站,,1985年,417户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811052442615/,板楼,22498,1,无开发商,容积率/1.6  绿化率/10%
3栋,0.5元/平米/月,港建里,6,大营门,闽侯路小学,河西,滨9号线直沽站,,1993年,98户,天津台儿庄路物业管理有限公司,http://tj.lianjia.com/xiaoqu/1211045823846/,板楼,27240,1,达翔建筑有限公司,容积率/1.76  绿化率/24%
1栋,暂无信息,青岛胡同,0,桃园街,,河西,号线小白楼站,,未知年,4户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1210291862318432/,板楼,32626,2,天津建委,暂无容积率信息  暂无绿化率信息
1栋,0.2元/平米/月,三轻楼,8,友谊路,,河西,,,1989年,224户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046604248/,板楼,22108,5,无开发商,容积率/1.5  绿化率/10%
2栋,2元/平米/月,银都大厦,4,桃园街,,河西,,,2005年,293户,天津市丰达物业管理有限公司,http://tj.lianjia.com/xiaoqu/1211045825357/,板楼,17376,4,天津银丰集团有限公司,暂无容积率信息  暂无绿化率信息
5栋,2元/平米/月,万科水晶城凭澜园,2,梅江,,河西,,,2003年,319户,暂无信息,http://tj.lianjia.com/xiaoqu/1211045836467/,板楼,30447,4,天津万科房地产有限公司,容积率/1.65  绿化率/10%
8栋,0.75元/平米/月,欧亚花园,31,友谊路,,河西,,,2001年,2485户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045845162/,板楼,21542,7,无开发商,容积率/1.5  绿化率/10%
4栋,0.5元/平米/月,桃江里,14,友谊路,,河西,,,1993年,540户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045850750/,板楼,18743,8,无开发商,容积率/1.5  绿化率/10%
5栋,0.75元/平米/月,李七庄北里,7,天塔街,,河西,,,2001年,273户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046590206/,板楼,16627,9,无开发商,容积率/1.5  绿化率/10%
28栋,0.5元/平米/月,粤江里,7,小海地,,河西,号线华山里站,,1985年,1364户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811051935114/,板楼,15784,16,无开发商,暂无容积率信息  暂无绿化率信息
20栋,2.2元/平米/月,半岛豪庭天潇园,3,梅江,,河西,,,2005年,936户,暂无信息,http://tj.lianjia.com/xiaoqu/1211045763291/,塔楼/板楼,28869,14,顺驰集团,容积率/1.5  绿化率/10%
12栋,0.5元/平米/月,文静里,17,马场街,上海道小学,河西,号线吴家窑站,,1995年,1339户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046042173/,板楼,24847,26,无开发商,容积率/1.9  绿化率/10%
19栋,3至5.3元/平米/月,中海八里臺,28,马场街,,河西,号线吴家窑站,,2015年,1945户,暂无信息,http://tj.lianjia.com/xiaoqu/1211099889451/,塔楼/板楼,42491,20,中海地产,容积率/2.85  绿化率/40%
2栋,暂无信息,二马路,1,鸿顺里街,,河北,号线中山路站,,未知年,57户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811054166102/,未知类型,暂无均价,1,天津建委,暂无容积率信息  暂无绿化率信息
2栋,0.5元/平米/月,通余里,0,光复道,,河北,号线津湾广场站,,2001年,240户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046811972/,板楼,18059,0,无开发商,容积率/1.5  绿化率/10%
8栋,0.5元/平米/月,抗震里,0,鸿顺里街,,河北,号线中山路站,,1976年,330户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045620159/,板楼,13554,0,天津市河北区建设开发公司,容积率/1.7  绿化率/12%
14栋,暂无信息,重光东里,1,江都路,,河北,,,未知年,1048户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045677414/,未知类型,17948,1,天津建委,容积率/1.6  绿化率/10%
6栋,2.18元/平米/月,喜年广场,101,梅江,,河西,,,2009年,2241户,暂无信息,http://tj.lianjia.com/xiaoqu/1211045847289/,板楼,13070,125,无开发商,容积率/1.5  绿化率/10%
14栋,0.75元/平米/月,如东里,0,江都路,,河北,,,1997年,640户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045671745/,板楼,15075,3,天津市河北区建设开发公司,容积率/1.76  绿化率/10%
14栋,0.5元/平米/月,文苑楼,64,友谊路,中山小学,河西,,,1988年,2348户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045852240/,板楼,19790,32,无开发商,容积率/1.5  绿化率/10%
2栋,0.5元/平米/月,花芳里,1,王串场,,河北,,,1990年,402户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045706797/,板楼,13197,2,无开发商,容积率/1.85  绿化率/35%
6栋,0.6元/平米/月,春柳公寓,30,望海楼,河北区实验小学,河北,号线中山路站,,2004年,344户,暂无信息,http://tj.lianjia.com/xiaoqu/1211046119375/,板楼,20315,6,世茂房地产开发有限公司,容积率/1.5  绿化率/20%
1栋,0.75元/平米/月,伴云里,2,光复道,河北区实验小学,河北,号线建国道站,,1996年,163户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045637302/,板楼,21317,2,无开发商,容积率/1.5  绿化率/10%
19栋,0.5元/平米/月,松江里,3,小海地,,河西,号线华山里站,,1988年,860户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811051765686/,塔楼/板楼,16203,11,无开发商,暂无容积率信息  暂无绿化率信息
12栋,0.7元/平米/月,昌海公寓,15,光复道,昆纬路一小,河北,号线天津站站,,1999年,868户,天津市缘和顺物业服务有限公司,http://tj.lianjia.com/xiaoqu/1211046029873/,板楼,26349,9,天津三建建筑工程有限公司,容积率/1.4  绿化率/13%
19栋,0.5元/平米/月,靖江南里,4,月牙河,,河北,,,1990年,1931户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045694524/,板楼,14421,7,天津市河北区建设开发公司,容积率/1.67  绿化率/21.46%
2栋,1.3元/平米/月,宇阳公寓,30,鸿顺里街,,河北,号线中山路站,,2003年,316户,天津港保税区谷阳物业发展有限公司,http://tj.lianjia.com/xiaoqu/1211045631546/,板楼,17605,10,天津港保税区谷阳物业发展有限公司,容积率/2.3  绿化率/25%
8栋,0.5元/平米/月,东昌里,5,新开河,育婴里二小,河北,,,1999年,797户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045863139/,板楼,14310,17,无开发商,容积率/1.5  绿化率/10%
2栋,0.5元/平米/月,恂园南里,3,第三大街,,开发区,滨9号线泰达站,,1999年,216户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211062829528/,塔楼/板楼,11867,1,无开发商,容积率/1.5  绿化率/10%
29栋,1.75元/平米/月,桐景园,4,第五大街,,开发区,,,2000年,715户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811053538770/,塔楼/板楼,18158,6,无开发商,容积率/1.6  绿化率/10%
8栋,2元/平米/月,朗月轩,15,第三大街,,开发区,滨9号线会展中心站,,2009年,1584户,天津金海岸物业管理有限公司,http://tj.lianjia.com/xiaoqu/1211062797442/,板楼,14437,37,天津天保房地产开发有限公司,容积率/1.76  绿化率/50%
34栋,0.5至1.5元/平米/月,兴海园,8,渤海石油街,,塘沽,,,2004年,898户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211062574149/,板楼,9483,2,无开发商,容积率/1.6  绿化率/10%
12栋,0.5元/平米/月,锦江北里,6,月牙河,,河北,,,1995年,744户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045692454/,板楼,12761,12,中铁房地产集团（天津）置业有限公司,容积率/1.63  绿化率/24%
10栋,0.5元/平米/月,久安里,9,解放路,,塘沽,滨9号线塘沽站,,1998年,589户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811053576899/,板楼,10181,3,无开发商,容积率/1.6  绿化率/10%
18栋,0.15元/平米/月,兴华里,2,杭州道,,塘沽,,,1999年,927户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811052221210/,板楼,10313,4,无开发商,容积率/1.5  绿化率/10%
4栋,0.2元/平米/月,广开里,1,新港,,塘沽,,,1998年,399户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811053567820/,板楼,11656,7,无开发商,容积率/2.1  绿化率/16%
3栋,1.2元/平米/月,卧龙园,4,向阳街,,塘沽,,,1999年,173户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811053320084/,板楼,9830,5,无开发商,容积率/1.6  绿化率/10%
12栋,0.6元/平米/月,宜昌里,1,杭州道,,塘沽,滨9号线塘沽站,,2000年,755户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811052334683/,板楼,9906,9,无开发商,容积率/1.5  绿化率/10%
10栋,0.5元/平米/月,正德里,5,新村街,塘沽二中心小学,塘沽,,,1999年,755户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811053568345/,板楼,12753,17,无开发商,容积率/1.6  绿化率/10%
56栋,0.75元/平米/月,伴山人家,16,工农村,,塘沽,,,2007年,4158户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211062043899/,板楼,9890,96,无开发商,容积率/1.6  绿化率/10%
16栋,0.5元/平米/月,遵义里,5,杭州道,,塘沽,滨9号线塘沽站,,1987年,824户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811053245900/,板楼,10124,11,无开发商,容积率/1.6  绿化率/10%
9栋,2元/平米/月,阳光花园,1,第一大街,,开发区,滨9号线泰达站,,2002年,26户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211062831644/,板楼,14294,3,无开发商,容积率/1.5  绿化率/10%
5栋,0.5元/平米/月,建设楼（河西）,3,挂甲寺,湘江道小学,河西,号线土城站,,1991年,282户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811052180606/,板楼,22799,6,无开发商,容积率/1.5  绿化率/10%
31栋,暂无信息,人祥北里,3,张家窝,,西青,,,未知年,3720户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211100382961/,未知类型,暂无均价,0,天津建委,容积率/1.5  绿化率/15%
20栋,0.9至1.6元/平米/月,大地12城,2,中北镇,,西青,,,2014年,2226户,天津阳光家园物业管理有限公司,http://tj.lianjia.com/xiaoqu/1211100195150/,板楼,14280,0,乐康集团,容积率/1.98  绿化率/40%
9栋,2.8元/平米/月,惠鑫花园,1,李七庄,,西青,,,2013年,1224户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211047170326/,板楼,10757,1,天津建委,容积率/1.6  绿化率/10%
24栋,1元/平米/月,于泽新园,0,李七庄,,西青,,,2007年,2952户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211047182983/,板楼,6992,0,无开发商,容积率/1.5  绿化率/10%
10栋,暂无信息,灵泉南里,3,张家窝,,西青,,,未知年,960户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211100382168/,未知类型,暂无均价,0,天津建委,暂无容积率信息  暂无绿化率信息
3栋,2.9元/平米/月,海泰软件园SOHO,0,张家窝,,西青,,,2013年,386户,天津滨海高新区物业管理有限公司,http://tj.lianjia.com/xiaoqu/126970453012591/,塔板结合,9380,0,天津海泰科技发展股份有限公司,容积率/1.94  绿化率/42.6%
21栋,0.5元/平米/月,富力津门湖清溪园,6,李七庄,,西青,,,1990年,431户,天津华信物业管理有限公司,http://tj.lianjia.com/xiaoqu/1211046121619/,板楼,23434,8,天津耀华投资发展有限公司,容积率/1.5  绿化率/10%
14栋,0.8元/平米/月,碧泉花园,0,杨柳青,,西青,,,2006年,708户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/2811054533611/,板楼,9496,4,无开发商,容积率/1.6  绿化率/10%
41栋,1.4元/平米/月,洛卡小镇,10,大寺,,西青,,,2010年,1472户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211045810658/,板楼,18755,19,无开发商,容积率/1.5  绿化率/10%
9栋,2.4元/平米/月,万科金奥广场,50,李七庄,,西青,,,2011年,1613户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211047559187/,板楼,17355,108,无开发商,容积率/1.5  绿化率/10%
5栋,1.8元/平米/月,金谊花园,0,大寺,,西青,,,2015年,146户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/129840166710835/,塔楼/板楼,11040,2,天津建委,容积率/1.5  绿化率/10%
10栋,1元/平米/月,大地十二城枫香园,24,中北镇,,西青,,,2010年,1084户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/1211046387109/,板楼,16555,11,无开发商,容积率/1.5  绿化率/10%
11栋,0.45元/平米/月,中远里,30,望海楼,河北区实验小学,河北,号线金狮桥站,,1996年,806户,天津市丰达物业管理有限公司,http://tj.lianjia.com/xiaoqu/1211045766617/,板楼,20044,5,中远安信（天津）房地产开发有限公司,容积率/2.1  绿化率/32%
9栋,3.9元/平米/月,北宁湾-宁宇家园,31,铁东路,育贤小学,河北,号线铁东路站,,2012年,2250户,街道办事处（居委会）代管物业,http://tj.lianjia.com/xiaoqu/128685348466520/,塔楼/板楼,15818,100,无开发商,容积率/1.6  绿化率/10%
